11689,500,11689,1169
12778,356,12778,1278
17440,788,17440,1744
11023,675,11023,1103
11875,810,11875,1188
19346,577,19346,1935
9560,72,9560,956
1400,515,1400,140
8246,953,8246,825
5612,968,5612,562
2295,748,2295,230
19828,156,19828,1983
4760,690,4760,476
16817,347,16817,1682
183,423,183,19
7234,411,7234,724
11367,314,11367,1137
2311,31,2311,232
13133,543,13133,1314
10329,857,10329,1033
15547,854,15547,1555
14525,145,14525,1453
3784,737,3784,379
5817,882,5817,582
4801,726,4801,481
3284,34,3284,329
11145,899,11145,1115
10965,254,10965,1097
637,932,637,64
13822,755,13822,1383
8380,992,8380,838
8616,360,8616,862
6598,134,6598,660
17775,383,17775,1778
12701,764,12701,1271
10029,576,10029,1003
15350,946,15350,1535
19806,605,19806,1981
4466,279,4466,447
8591,857,8591,860
177,73,177,18
4653,885,4653,466
17282,841,17282,1729
11953,223,11953,1196
15249,430,15249,1525
3247,864,3247,325
4540,614,4540,455
12943,885,12943,1295
1671,124,1671,168
15982,285,15982,1599
9506,92,9506,951
12383,449,12383,1239
17416,896,17416,1742
8088,743,8088,809
12328,792,12328,1233
11263,584,11263,1127
7548,807,7548,755
10563,43,10563,1057
12159,269,12159,1216
17529,153,17529,1753
4511,120,4511,452
1486,643,1486,149
19631,518,19631,1964
4296,176,4296,430
5882,119,5882,589
11388,670,11388,1139
1201,594,1201,121
16281,916,16281,1629
7278,676,7278,728
11844,383,11844,1185
12533,567,12533,1254
17249,831,17249,1725
19535,865,19535,1954
13989,329,13989,1399
8749,661,8749,875
6859,989,6859,686
11769,871,11769,1177
19871,434,19871,1988
13286,339,13286,1329
6537,321,6537,654
18821,240,18821,1883
16730,508,16730,1673
5870,39,5870,587
1586,837,1586,159
13627,309,13627,1363
11575,646,11575,1158
9708,677,9708,971
8651,182,8651,866
4153,797,4153,416
9376,794,9376,938
15301,601,15301,1531
18565,762,18565,1857
14808,986,14808,1481
752,990,752,76
778,453,778,78
12020,931,12020,1202
8472,115,8472,848
17007,197,17007,1701
9344,150,9344,935
5909,303,5909,591
7272,785,7272,728
5577,865,5577,558
13103,135,13103,1311
9493,154,9493,950
7484,352,7484,749
12796,991,12796,1280
11924,262,11924,1193
16465,147,16465,1647
3697,421,3697,370
18917,811,18917,1892
16310,582,16310,1631
13987,583,13987,1399
12311,593,12311,1232
2932,827,2932,294
14287,971,14287,1429
2337,434,2337,234
5072,810,5072,508
18028,967,18028,1803
495,811,495,50
7915,989,7915,792
13219,856,13219,1322
9002,816,9002,901
16679,423,16679,1668
5818,913,5818,582
9742,843,9742,975
2751,907,2751,276
15229,153,15229,1523
7410,795,7410,741
2506,235,2506,251
7307,475,7307,731
9420,504,9420,942
12502,781,12502,1251
11154,842,11154,1116
2775,384,2775,278
9955,362,9955,996
358,866,358,36
10218,53,10218,1022
2768,785,2768,277
12308,943,12308,1231
2566,10,2566,257
15890,86,15890,1589
35,349,35,4
4069,81,4069,407
4190,906,4190,419
15051,674,15051,1506
18958,937,18958,1896
13594,31,13594,1360
12258,389,12258,1226
19977,612,19977,1998
2587,964,2587,259
18330,717,18330,1833
9228,923,9228,923
17724,563,17724,1773
1738,854,1738,174
14475,268,14475,1448
5687,222,5687,569
13118,984,13118,1312
16366,571,16366,1637
15054,167,15054,1506
1018,574,1018,102
15891,501,15891,1590
14459,993,14459,1446
13295,815,13295,1330
17426,898,17426,1743
3297,857,3297,330
5022,710,5022,503
8191,211,8191,820
16739,191,16739,1674
412,860,412,42
15763,42,15763,1577
15307,38,15307,1531
13427,960,13427,1343
15956,207,15956,1596
5493,961,5493,550
4123,803,4123,413
11522,769,11522,1153
9894,895,9894,990
4471,20,4471,448
4838,420,4838,484
13506,323,13506,1351
18190,753,18190,1819
16149,608,16149,1615
8055,872,8055,806
11443,706,11443,1145
15098,303,15098,1510
10056,411,10056,1006
4203,192,4203,421
18755,208,18755,1876
9536,813,9536,954
14759,123,14759,1476
17654,635,17654,1766
15881,871,15881,1589
14986,294,14986,1499
11904,696,11904,1191
2584,726,2584,259
14450,802,14450,1445
2835,749,2835,284
2796,77,2796,280
7438,904,7438,744
8399,460,8399,840
8665,669,8665,867
14459,397,14459,1446
9871,907,9871,988
8117,560,8117,812
7134,788,7134,714
10656,390,10656,1066
6082,633,6082,609
17033,956,17033,1704
17380,648,17380,1738
6993,787,6993,700
822,144,822,83
3189,435,3189,319
9156,63,9156,916
3508,146,3508,351
18124,292,18124,1813
8880,442,8880,888
6198,243,6198,620
1381,831,1381,139
2809,942,2809,281
9977,457,9977,998
7941,963,7941,795
17165,915,17165,1717
2778,905,2778,278
15033,147,15033,1504
13408,620,13408,1341
2099,690,2099,210
11296,704,11296,1130
16203,150,16203,1621
10438,457,10438,1044
7845,563,7845,785
19064,780,19064,1907
18126,434,18126,1813
6364,78,6364,637
8069,600,8069,807
16721,106,16721,1673
16408,633,16408,1641
5263,831,5263,527
1812,375,1812,182
10788,607,10788,1079
16759,301,16759,1676
8965,250,8965,897
13386,620,13386,1339
18711,786,18711,1872
1916,916,1916,192
7002,576,7002,701
5272,685,5272,528
13112,631,13112,1312
16762,829,16762,1677
7132,41,7132,714
18028,751,18028,1803
8266,133,8266,827
15538,58,15538,1554
13887,91,13887,1389
9122,817,9122,913
11468,198,11468,1147
13499,323,13499,1350
8547,852,8547,855
8092,314,8092,810
17429,486,17429,1743
10534,533,10534,1054
12345,774,12345,1235
15629,345,15629,1563
2403,322,2403,241
4740,77,4740,474
7207,325,7207,721
16243,326,16243,1625
2917,240,2917,292
19415,912,19415,1942
9928,920,9928,993
3570,300,3570,357
11993,816,11993,1200
19879,412,19879,1988
662,425,662,67
16062,581,16062,1607
1011,418,1011,102
13599,471,13599,1360
18181,122,18181,1819
15353,776,15353,1536
3415,823,3415,342
5386,395,5386,539
11238,245,11238,1124
5784,143,5784,579
1137,968,1137,114
5632,680,5632,564
13315,690,13315,1332
7836,900,7836,784
3054,940,3054,306
332,932,332,34
13804,674,13804,1381
7443,111,7443,745
3335,86,3335,334
5407,862,5407,541
4481,957,4481,449
9388,103,9388,939
9179,882,9179,918
3082,925,3082,309
13588,104,13588,1359
14879,554,14879,1488
5416,662,5416,542
18335,862,18335,1834
9903,427,9903,991
16301,909,16301,1631
12243,474,12243,1225
2618,235,2618,262
15053,807,15053,1506
17201,788,17201,1721
19174,158,19174,1918
11589,827,11589,1159
9381,430,9381,939
1229,836,1229,123
2441,0,2441,245
5653,14,5653,566
16530,832,16530,1653
5484,431,5484,549
12350,486,12350,1235
5420,799,5420,542
16194,564,16194,1620
9951,912,9951,996
18110,960,18110,1811
18429,941,18429,1843
13951,211,13951,1396
5981,984,5981,599
7092,547,7092,710
3597,541,3597,360
10551,531,10551,1056
2426,231,2426,243
13052,383,13052,1306
3749,958,3749,375
5551,468,5551,556
18762,0,18762,1877
9652,7,9652,966
18421,86,18421,1843
17251,666,17251,1726
19262,425,19262,1927
8053,235,8053,806
8015,385,8015,802
7116,733,7116,712
4549,541,4549,455
13343,180,13343,1335
11015,353,11015,1102
10699,28,10699,1070
14736,814,14736,1474
4105,965,4105,411
15286,485,15286,1529
3975,77,3975,398
17150,875,17150,1715
1270,866,1270,127
9536,450,9536,954
6725,329,6725,673
13232,955,13232,1324
5597,837,5597,560
16529,272,16529,1653
18783,597,18783,1879
6835,733,6835,684
16784,742,16784,1679
18933,654,18933,1894
5013,678,5013,502
15641,495,15641,1565
6818,470,6818,682
5907,165,5907,591
8198,278,8198,820
257,198,257,26
16925,942,16925,1693
16975,756,16975,1698
1018,667,1018,102
16457,34,16457,1646
10012,797,10012,1002
15436,5,15436,1544
4822,245,4822,483
4272,585,4272,428
14226,105,14226,1423
11876,493,11876,1188
14102,166,14102,1411
4978,579,4978,498
12799,656,12799,1280
13071,89,13071,1308
12917,263,12917,1292
14110,678,14110,1411
19425,480,19425,1943
3675,44,3675,368
8402,897,8402,841
12831,294,12831,1284
13393,906,13393,1340
9752,43,9752,976
11391,125,11391,1140
18150,213,18150,1815
16056,256,16056,1606
17181,926,17181,1719
9245,210,9245,925
11594,56,11594,1160
18345,198,18345,1835
13598,823,13598,1360
3176,959,3176,318
7189,109,7189,719
15415,354,15415,1542
4556,92,4556,456
8673,666,8673,868
1449,233,1449,145
6416,612,6416,642
16497,112,16497,1650
7695,885,7695,770
6024,720,6024,603
12127,153,12127,1213
14819,341,14819,1482
1638,525,1638,164
16932,730,16932,1694
1040,724,1040,104
18491,28,18491,1850
6099,385,6099,610
12539,629,12539,1254
6019,612,6019,602
298,870,298,30
17018,83,17018,1702
15042,2,15042,1505
13366,622,13366,1337
14090,908,14090,1409
6107,530,6107,611
14612,549,14612,1462
11217,168,11217,1122
13006,433,13006,1301
17074,690,17074,1708
6750,73,6750,675
5805,470,5805,581
1269,134,1269,127
8122,115,8122,813
385,485,385,39
19956,899,19956,1996
3513,351,3513,352
18405,914,18405,1841
11534,986,11534,1154
8106,34,8106,811
14746,530,14746,1475
14975,694,14975,1498
13613,237,13613,1362
4399,94,4399,440
1817,739,1817,182
4038,778,4038,404
6298,827,6298,630
7210,283,7210,721
1250,607,1250,125
16360,419,16360,1636
9500,695,9500,950
5456,402,5456,546
19456,60,19456,1946
3259,558,3259,326
2106,536,2106,211
10301,240,10301,1031
6496,403,6496,650
15474,623,15474,1548
10940,390,10940,1094
409,296,409,41
969,303,969,97
13452,638,13452,1346
391,127,391,40
5478,923,5478,548
11677,52,11677,1168
18915,350,18915,1892
3036,429,3036,304
2299,906,2299,230
11607,194,11607,1161
12060,473,12060,1206
17660,855,17660,1766
10646,2,10646,1065
18181,622,18181,1819
13602,445,13602,1361
18614,362,18614,1862
10297,4,10297,1030
18386,48,18386,1839
451,388,451,46
10543,662,10543,1055
3480,791,3480,348
4183,550,4183,419
1927,278,1927,193
1453,893,1453,146
245,654,245,25
16992,325,16992,1700
18658,673,18658,1866
2115,25,2115,212
19940,129,19940,1994
19314,39,19314,1932
15030,844,15030,1503
13882,512,13882,1389
10282,870,10282,1029
5963,656,5963,597
17641,49,17641,1765
661,220,661,67
12545,155,12545,1255
2968,941,2968,297
9857,457,9857,986
2852,80,2852,286
19231,788,19231,1924
4568,282,4568,457
15196,880,15196,1520
3885,808,3885,389
16877,906,16877,1688
13077,306,13077,1308
16666,691,16666,1667
19112,123,19112,1912
12834,708,12834,1284
4947,231,4947,495
19975,944,19975,1998
14839,86,14839,1484
6796,206,6796,680
15217,764,15217,1522
18222,469,18222,1823
13270,111,13270,1327
8344,637,8344,835
17444,204,17444,1745
5872,147,5872,588
3059,767,3059,306
13184,53,13184,1319
14340,872,14340,1434
477,233,477,48
7218,78,7218,722
2044,103,2044,205
9022,990,9022,903
2119,430,2119,212
6264,313,6264,627
5553,795,5553,556
7610,22,7610,761
10223,690,10223,1023
15257,718,15257,1526
19147,880,19147,1915
7047,900,7047,705
927,968,927,93
7843,651,7843,785
15254,151,15254,1526
9040,475,9040,904
10157,843,10157,1016
17131,393,17131,1714
13035,604,13035,1304
9977,169,9977,998
12332,976,12332,1234
5534,526,5534,554
19073,417,19073,1908
1123,771,1123,113
15259,172,15259,1526
2720,219,2720,272
2749,127,2749,275
477,826,477,48
5874,997,5874,588
16615,548,16615,1662
14051,295,14051,1406
17521,925,17521,1753
5645,503,5645,565
2275,72,2275,228
17979,587,17979,1798
19999,977,19999,2000
7021,691,7021,703
13924,113,13924,1393
17580,419,17580,1758
14747,226,14747,1475
6502,394,6502,651
10571,789,10571,1058
9552,617,9552,956
17328,379,17328,1733
11611,437,11611,1162
3001,505,3001,301
15200,163,15200,1520
12500,630,12500,1250
4941,30,4941,495
270,81,270,27
13363,642,13363,1337
5942,483,5942,595
1200,896,1200,120
2572,864,2572,258
6301,551,6301,631
2392,876,2392,240
13497,845,13497,1350
11211,119,11211,1122
351,83,351,36
11038,132,11038,1104
5934,195,5934,594
9919,538,9919,992
17623,46,17623,1763
19671,534,19671,1968
19545,507,19545,1955
15352,373,15352,1536
1360,94,1360,136
16324,879,16324,1633
13929,331,13929,1393
13140,227,13140,1314
13460,249,13460,1346
14868,919,14868,1487
2651,872,2651,266
11384,530,11384,1139
12616,227,12616,1262
13373,967,13373,1338
3510,164,3510,351
16970,582,16970,1697
3871,553,3871,388
14994,966,14994,1500
18554,474,18554,1856
5292,311,5292,530
16624,974,16624,1663
12964,285,12964,1297
7417,31,7417,742
10381,770,10381,1039
10966,685,10966,1097
1697,609,1697,170
17520,466,17520,1752
12224,984,12224,1223
1813,238,1813,182
15453,343,15453,1546
17065,338,17065,1707
18906,425,18906,1891
14185,975,14185,1419
15427,779,15427,1543
13433,175,13433,1344
12669,942,12669,1267
15136,689,15136,1514
15561,24,15561,1557
9879,362,9879,988
19470,813,19470,1947
4963,675,4963,497
4431,606,4431,444
12574,601,12574,1258
1759,640,1759,176
14508,843,14508,1451
12487,507,12487,1249
6470,839,6470,647
704,561,704,71
19092,157,19092,1910
7646,966,7646,765
13827,934,13827,1383
5904,818,5904,591
12997,286,12997,1300
2873,379,2873,288
11239,327,11239,1124
4484,29,4484,449
3506,335,3506,351
1656,252,1656,166
18340,158,18340,1834
3405,714,3405,341
5313,530,5313,532
16461,903,16461,1647
10330,101,10330,1033
16641,189,16641,1665
14233,604,14233,1424
18515,594,18515,1852
13843,756,13843,1385
15949,194,15949,1595
18109,123,18109,1811
13938,545,13938,1394
13460,96,13460,1346
16441,280,16441,1645
1920,911,1920,192
15801,814,15801,1581
19866,180,19866,1987
16906,847,16906,1691
2741,941,2741,275
7608,156,7608,761
9000,569,9000,900
14084,377,14084,1409
17745,945,17745,1775
417,924,417,42
15318,837,15318,1532
7704,724,7704,771
5091,893,5091,510
13373,796,13373,1338
9791,230,9791,980
14421,322,14421,1443
18839,28,18839,1884
18348,395,18348,1835
5362,188,5362,537
4793,642,4793,480
19795,673,19795,1980
3755,411,3755,376
16346,435,16346,1635
12936,770,12936,1294
9002,460,9002,901
15574,243,15574,1558
3352,379,3352,336
14413,472,14413,1442
9328,800,9328,933
17364,973,17364,1737
14725,952,14725,1473
4,615,4,1
484,188,484,49
19164,390,19164,1917
15685,5,15685,1569
17330,765,17330,1733
3050,352,3050,305
1177,585,1177,118
5094,161,5094,510
7762,255,7762,777
5049,646,5049,505
4133,698,4133,414
439,380,439,44
19499,205,19499,1950
2717,852,2717,272
9692,6,9692,970
14585,719,14585,1459
12863,698,12863,1287
1814,594,1814,182
18991,319,18991,1900
3144,180,3144,315
9728,295,9728,973
17537,738,17537,1754
14674,567,14674,1468
12969,54,12969,1297
14636,692,14636,1464
949,812,949,95
6018,562,6018,602
6366,506,6366,637
10061,34,10061,1007
12493,520,12493,1250
11228,966,11228,1123
12241,264,12241,1225
14776,304,14776,1478
5988,661,5988,599
15839,468,15839,1584
10739,584,10739,1074
19845,386,19845,1985
18160,316,18160,1816
11144,92,11144,1115
15766,785,15766,1577
10037,658,10037,1004
6559,492,6559,656
17243,861,17243,1725
10158,259,10158,1016
1381,942,1381,139
5433,82,5433,544
4397,798,4397,440
16744,274,16744,1675
8271,983,8271,828
12537,821,12537,1254
13427,946,13427,1343
1809,242,1809,181
3242,293,3242,325
4859,792,4859,486
5397,307,5397,540
5949,392,5949,595
16644,966,16644,1665
699,944,699,70
4030,821,4030,403
2480,838,2480,248
16591,348,16591,1660
1461,107,1461,147
18836,734,18836,1884
3039,787,3039,304
18024,340,18024,1803
19999,104,19999,2000
19643,445,19643,1965
2022,150,2022,203
15626,93,15626,1563
3153,166,3153,316
15732,561,15732,1574
8557,55,8557,856
8484,644,8484,849
1958,466,1958,196
12432,867,12432,1244
3790,773,3790,379
2252,872,2252,226
1188,736,1188,119
6234,491,6234,624
19309,824,19309,1931
5440,210,5440,544
35,884,35,4
8162,35,8162,817
249,855,249,25
13483,342,13483,1349
15818,643,15818,1582
7447,956,7447,745
7023,520,7023,703
17545,457,17545,1755
2414,748,2414,242
13519,248,13519,1352
14131,620,14131,1414
10406,905,10406,1041
16853,226,16853,1686
19880,649,19880,1988
18845,699,18845,1885
6271,713,6271,628
11366,692,11366,1137
1696,704,1696,170
13521,326,13521,1353
3169,694,3169,317
16589,146,16589,1659
8215,703,8215,822
17504,38,17504,1751
19840,393,19840,1984
831,682,831,84
19003,108,19003,1901
16515,974,16515,1652
10438,280,10438,1044
15773,934,15773,1578
5721,902,5721,573
6265,785,6265,627
8661,344,8661,867
6952,981,6952,696
67,188,67,7
7798,65,7798,780
17525,917,17525,1753
15522,836,15522,1553
14477,573,14477,1448
7369,878,7369,737
19638,559,19638,1964
5864,607,5864,587
4190,326,4190,419
6683,702,6683,669
19757,394,19757,1976
14271,694,14271,1428
4249,427,4249,425
16222,297,16222,1623
10927,241,10927,1093
12050,963,12050,1205
19677,355,19677,1968
4099,748,4099,410
10984,415,10984,1099
14568,83,14568,1457
19770,188,19770,1977
11866,113,11866,1187
18061,439,18061,1807
19116,779,19116,1912
3292,639,3292,330
1959,405,1959,196
11420,862,11420,1142
9294,507,9294,930
10836,8,10836,1084
19124,957,19124,1913
6858,718,6858,686
10436,303,10436,1044
19695,632,19695,1970
2686,238,2686,269
19395,183,19395,1940
3172,271,3172,318
9733,917,9733,974
15355,362,15355,1536
18371,530,18371,1838
1743,221,1743,175
6126,592,6126,613
18663,207,18663,1867
657,692,657,66
1368,256,1368,137
7182,553,7182,719
8887,899,8887,889
6657,543,6657,666
19685,812,19685,1969
876,233,876,88
3990,724,3990,399
12474,843,12474,1248
9017,19,9017,902
2543,509,2543,255
5146,549,5146,515
6357,612,6357,636
15718,209,15718,1572
17649,338,17649,1765
15394,647,15394,1540
15893,17,15893,1590
639,351,639,64
9428,161,9428,943
13311,707,13311,1332
9466,322,9466,947
16316,133,16316,1632
18327,157,18327,1833
5337,771,5337,534
12572,926,12572,1258
16025,293,16025,1603
8069,59,8069,807
6417,178,6417,642
6624,833,6624,663
9929,180,9929,993
7722,930,7722,773
1606,521,1606,161
17661,371,17661,1767
5941,627,5941,595
8853,434,8853,886
10669,125,10669,1067
10771,966,10771,1078
7970,974,7970,797
6055,273,6055,606
12980,604,12980,1298
5574,616,5574,558
2804,720,2804,281
2048,150,2048,205
6779,439,6779,678
1690,741,1690,169
9178,505,9178,918
5036,842,5036,504
15171,864,15171,1518
13867,676,13867,1387
6238,312,6238,624
10920,783,10920,1092
2721,67,2721,273
11951,614,11951,1196
16815,56,16815,1682
9273,87,9273,928
14262,301,14262,1427
7108,194,7108,711
7325,816,7325,733
1814,478,1814,182
12936,171,12936,1294
936,723,936,94
15502,838,15502,1551
13542,251,13542,1355
7804,920,7804,781
18461,731,18461,1847
7080,328,7080,708
8722,64,8722,873
17966,421,17966,1797
11619,801,11619,1162
14280,76,14280,1428
10983,167,10983,1099
17643,47,17643,1765
610,39,610,61
10850,353,10850,1085
8375,887,8375,838
19724,226,19724,1973
1048,556,1048,105
16771,636,16771,1678
4775,273,4775,478
14016,2,14016,1402
5454,651,5454,546
18416,930,18416,1842
5662,431,5662,567
5120,503,5120,512
11998,496,11998,1200
12757,597,12757,1276
8577,499,8577,858
10742,262,10742,1075
7273,137,7273,728
11856,960,11856,1186
7065,937,7065,707
5385,428,5385,539
12000,64,12000,1200
2917,441,2917,292
5551,501,5551,556
5475,315,5475,548
4790,957,4790,479
17750,427,17750,1775
2365,744,2365,237
18979,884,18979,1898
10601,891,10601,1061
16441,379,16441,1645
18887,730,18887,1889
6964,298,6964,697
5041,161,5041,505
357,935,357,36
5419,942,5419,542
16897,44,16897,1690
12276,225,12276,1228
13339,671,13339,1334
12176,798,12176,1218
8718,914,8718,872
14777,827,14777,1478
18165,685,18165,1817
19545,118,19545,1955
13874,442,13874,1388
13008,622,13008,1301
5729,38,5729,573
15801,444,15801,1581
13207,748,13207,1321
10472,721,10472,1048
7058,153,7058,706
5379,756,5379,538
16290,215,16290,1629
8284,806,8284,829
13644,642,13644,1365
696,193,696,70
1858,320,1858,186
138,257,138,14
11326,352,11326,1133
5792,567,5792,580
16198,337,16198,1620
14003,558,14003,1401
18758,403,18758,1876
14210,139,14210,1421
604,328,604,61
9675,699,9675,968
14126,722,14126,1413
6123,729,6123,613
10782,540,10782,1079
675,613,675,68
8726,533,8726,873
11659,978,11659,1166
12977,310,12977,1298
5716,520,5716,572
3851,4,3851,386
12613,150,12613,1262
17860,214,17860,1786
10159,352,10159,1016
10688,483,10688,1069
1703,541,1703,171
6861,859,6861,687
19588,425,19588,1959
18106,556,18106,1811
9193,765,9193,920
885,402,885,89
3535,501,3535,354
1854,733,1854,186
6087,696,6087,609
1174,233,1174,118
11441,3,11441,1145
10446,311,10446,1045
1747,313,1747,175
2801,813,2801,281
15279,538,15279,1528
16328,276,16328,1633
6985,856,6985,699
19155,504,19155,1916
3422,740,3422,343
7079,937,7079,708
3095,632,3095,310
17295,685,17295,1730
11918,225,11918,1192
3673,553,3673,368
9979,497,9979,998
2947,666,2947,295
11234,632,11234,1124
18646,333,18646,1865
10825,385,10825,1083
11171,664,11171,1118
10711,949,10711,1072
7642,646,7642,765
19330,643,19330,1933
13620,180,13620,1362
19235,553,19235,1924
4765,256,4765,477
18562,436,18562,1857
11593,207,11593,1160
17257,172,17257,1726
16495,926,16495,1650
15087,551,15087,1509
11227,532,11227,1123
12416,116,12416,1242
9223,563,9223,923
