379220,78,379220,37922,379220,189790,189790
316460,567,316460,31646,316460,158390,158390
97768,334,97768,9777,97768,48940,48940
174100,46,174100,17410,174090,87140,87140
5653,297,5653,566,5653,2828,2828
297240,445,297240,29724,297240,148760,148760
95533,867,95533,9554,95533,47819,47819
125970,856,125970,12597,125970,63046,63046
121960,708,121960,12196,121960,61042,61042
52196,59,52196,5220,52196,26126,26126
106360,70,106360,10636,106360,53239,53239
335110,71,335110,33511,335110,167730,167730
347400,0,347400,34740,347400,173870,173870
49619,876,49619,4962,49619,24837,24837
275780,207,275780,27578,275780,138020,138020
261620,847,261620,26162,261620,130940,130940
46829,228,46829,4683,46829,23441,23441
235370,623,235370,23537,235370,117800,117800
318520,521,318520,31852,318520,159420,159420
16558,477,16558,1656,16558,8287,8287
154740,125,154740,15474,154740,77453,77453
189350,584,189350,18935,189350,94773,94773
48335,157,48335,4834,48335,24194,24194
68388,773,68388,6839,68388,34233,34233
100130,390,100130,10013,100130,50119,50119
366430,572,366430,36643,366430,183390,183390
374150,696,374150,37415,374150,187250,187250
306820,452,306820,30682,306820,153560,153560
367440,286,367440,36744,367440,183900,183900
126470,510,126470,12647,126470,63300,63300
82107,264,82107,8211,82107,41102,41102
353030,523,353030,35303,353030,176690,176690
223650,504,223650,22365,223650,111940,111940
328190,413,328190,32819,328190,164260,164260
269560,268,269560,26956,269560,134910,134910
111300,181,111300,11130,111300,55709,55709
72099,103,72099,7210,72099,36091,36091
171830,950,171830,17183,171830,86005,86005
255420,195,255420,25542,255420,127830,127830
114560,756,114560,11456,114560,57340,57340
334830,490,334830,33483,334830,167580,167580
131160,195,131160,13116,131160,65648,65648
282830,898,282830,28283,282830,141550,141550
170310,676,170310,17031,170310,85244,85244
320760,252,320760,32076,320760,160550,160550
226750,439,226750,22675,226750,113490,113490
234510,604,234510,23451,234510,117370,117370
262040,485,262040,26204,262040,131150,131150
204390,641,204390,20439,204390,102300,102300
106120,646,106120,10612,106120,53118,53118
232640,482,232640,23264,232640,116440,116440
136920,2,136920,13692,136920,68532,68532
189670,240,189670,18967,189670,94934,94934
98744,636,98744,9875,98744,49427,49427
344890,632,344890,34489,344890,172620,172620
345170,30,345170,34517,345170,172760,172760
142480,876,142480,14248,142480,71312,71312
265200,786,265200,26520,265200,132730,132730
266550,3,266550,26655,266550,133410,133410
339100,112,339100,33910,339100,169720,169720
72418,717,72418,7242,72418,36251,36251
74111,392,74111,7412,74111,37101,37101
367080,779,367080,36708,367080,183720,183720
165160,306,165160,16516,165160,82668,82668
287720,621,287720,28772,287720,144000,144000
345220,809,345220,34522,345220,172790,172790
171840,777,171840,17184,171840,86009,86009
75524,716,75524,7553,75524,37808,37808
333150,808,333150,33315,333150,166750,166750
273250,338,273250,27325,273250,136760,136760
257680,859,257680,25768,257680,128970,128970
93552,243,93552,9356,93552,46827,46827
370340,789,370340,37034,370340,185350,185350
366590,985,366590,36659,366590,183470,183470
160580,828,160580,16058,160580,80372,80372
46298,606,46298,4630,46298,23174,23174
83248,764,83248,8325,83248,41674,41674
84125,827,84125,8413,84125,42112,42112
373050,794,373050,37305,373050,186700,186700
349900,657,349900,34990,349900,175120,175120
63991,283,63991,6400,63991,32034,32034
194520,904,194520,19452,194520,97364,97364
299170,386,299170,29917,299170,149730,149730
198430,880,198430,19843,198430,99318,99318
284990,710,284990,28499,284990,142640,142640
211820,494,211820,21182,211820,106020,106020
155120,450,155120,15512,155120,77639,77639
220340,638,220340,22034,220340,110280,110280
303140,18,303140,30314,303140,151720,151720
73585,901,73585,7359,73585,36837,36837
188950,761,188950,18895,188950,94575,94575
205890,402,205890,20589,205890,103050,103050
127400,501,127400,12740,127400,63768,63768
297540,412,297540,29754,297540,148910,148910
263610,488,263610,26361,263610,131930,131930
265870,134,265870,26587,265870,133070,133070
1629,665,1629,163,1629,816,816
136880,697,136880,13688,136880,68509,68509
108600,97,108600,10860,108600,54355,54355
377630,741,377630,37763,377630,189000,189000
241990,584,241990,24199,241990,121110,121110
99847,967,99847,9985,99847,49979,49979
5733,62,5733,574,5733,2868,2868
181990,48,181990,18199,181990,91087,91087
132320,414,132320,13232,132320,66230,66230
271220,148,271220,27122,271220,135740,135740
176150,306,176150,17615,176150,88166,88166
275840,802,275840,27584,275840,138060,138060
81829,103,81829,8183,81829,40963,40963
317190,53,317190,31719,317190,158760,158760
377870,411,377870,37787,377870,189120,189120
147600,497,147600,14760,147600,73877,73877
219340,711,219340,21934,219340,109780,109780
368810,116,368810,36881,368810,184580,184580
117550,490,117550,11755,117550,58837,58837
147950,781,147950,14795,147950,74053,74053
163090,98,163090,16309,163090,81631,81631
350480,288,350480,35048,350480,175410,175410
48957,536,48957,4896,48957,24505,24505
252840,71,252840,25284,252840,126540,126540
59634,37,59634,5964,59633,29849,29849
134690,592,134690,13469,134690,67416,67416
99989,643,99989,9999,99989,50050,50050
208010,319,208010,20801,208010,104120,104120
149810,516,149810,14981,149810,74981,74981
313460,121,313460,31346,313460,156890,156890
175480,644,175480,17548,175480,87836,87836
261640,721,261640,26164,261640,130950,130950
306980,722,306980,30698,306980,153640,153640
36823,617,36823,3683,36823,18432,18432
262080,886,262080,26208,262080,131170,131170
65332,237,65332,6534,65332,32705,32705
136020,442,136020,13602,136020,68083,68083
371420,109,371420,37142,371420,185890,185890
205530,696,205530,20553,205530,102870,102870
35885,678,35885,3589,35885,17963,17963
354980,58,354980,35498,354980,177670,177670
291640,261,291640,29164,291640,145960,145960
167810,570,167810,16781,167810,83991,83991
344640,693,344640,34464,344640,172500,172500
370160,571,370160,37016,370160,185260,185260
131860,591,131860,13186,131860,65999,65999
42741,343,42741,4275,42741,21393,21393
20860,650,20860,2086,20860,10439,10439
303800,732,303800,30380,303800,152050,152050
226200,505,226200,22620,226200,113210,113210
202050,146,202050,20205,202050,101130,101130
116650,235,116650,11665,116650,58389,58389
1302,876,1302,131,1302,653,653
343960,442,343960,34396,343960,172150,172150
224460,621,224460,22446,224460,112350,112350
310850,98,310850,31085,310850,155580,155580
13377,739,13377,1338,13377,6694,6694
228940,529,228940,22894,228940,114580,114580
378510,442,378510,37851,378510,189440,189440
272920,688,272920,27292,272920,136590,136590
316850,606,316850,31685,316850,158580,158580
352500,915,352500,35250,352500,176420,176420
302420,139,302420,30242,302420,151360,151360
193790,737,193790,19379,193790,97000,97000
157390,449,157390,15739,157390,78779,78779
226470,241,226470,22647,226470,113350,113350
357070,124,357070,35707,357070,178710,178710
309610,70,309610,30961,309610,154960,154960
317600,797,317600,31760,317600,158960,158960
379600,383,379600,37960,379600,189990,189990
158540,659,158540,15854,158540,79353,79353
200760,887,200760,20076,200760,100490,100490
240510,125,240510,24051,240510,120370,120370
258160,789,258160,25816,258160,129210,129210
56671,602,56671,5668,56671,28367,28367
284810,381,284810,28481,284810,142540,142540
138840,52,138840,13884,138840,69492,69492
305990,147,305990,30599,305990,153140,153140
55523,210,55523,5553,55523,27792,27792
172670,697,172670,17267,172670,86427,86427
26288,451,26288,2629,26288,13158,13158
249250,908,249250,24925,249250,124750,124750
230960,714,230960,23096,230960,115600,115600
29909,352,29909,2991,29909,14970,14970
242490,474,242490,24249,242490,121360,121360
347840,680,347840,34784,347840,174090,174090
345000,895,345000,34500,345000,172670,172670
246090,755,246090,24609,246090,123160,123160
287010,427,287010,28701,287010,143650,143650
99529,183,99529,9953,99529,49820,49820
190110,128,190110,19011,190110,95153,95153
71275,893,71275,7128,71275,35679,35679
123100,50,123100,12310,123100,61608,61608
374250,662,374250,37425,374250,187310,187310
310460,29,310460,31046,310460,155380,155380
22284,712,22284,2229,22284,11152,11152
50574,952,50574,5058,50574,25314,25314
260960,733,260960,26096,260960,130610,130610
54362,595,54362,5437,54362,27210,27210
247780,87,247780,24778,247780,124010,124010
365690,669,365690,36569,365690,183020,183020
271740,434,271740,27174,271740,136010,136010
121850,907,121850,12185,121850,60984,60984
145880,318,145880,14588,145880,73019,73019
155160,444,155160,15516,155160,77659,77659
188850,477,188850,18885,188850,94523,94523
338270,116,338270,33827,338270,169300,169300
264620,193,264620,26462,264620,132440,132440
238120,944,238120,23812,238120,119180,119180
244100,437,244100,24410,244100,122170,122170
347560,567,347560,34756,347560,173950,173950
94340,617,94340,9434,94340,47222,47222
346050,194,346050,34605,346050,173200,173200
100780,197,100780,10078,100780,50447,50447
63068,183,63068,6307,63068,31571,31571
310530,889,310530,31053,310530,155420,155420
130890,5,130890,13089,130890,65512,65512
372320,246,372320,37232,372320,186340,186340
27586,360,27586,2759,27586,13808,13808
326270,675,326270,32627,326270,163300,163300
47392,565,47392,4740,47392,23722,23722
357180,511,357180,35718,357180,178760,178760
152010,407,152010,15201,152010,76085,76085
254120,120,254120,25412,254120,127180,127180
1464,563,1464,147,1464,734,734
173040,829,173040,17304,173040,86613,86613
309020,718,309020,30902,309020,154670,154670
117300,685,117300,11730,117300,58711,58711
60967,602,60967,6097,60967,30518,30518
283510,467,283510,28351,283510,141890,141890
260350,38,260350,26035,260350,130300,130300
290070,679,290070,29007,290070,145180,145180
203400,36,203400,20340,203400,101810,101810
54247,770,54247,5425,54247,27152,27152
90152,687,90152,9016,90152,45128,45128
144150,588,144150,14415,144150,72151,72151
356410,36,356410,35641,356410,178380,178380
227370,270,227370,22737,227370,113800,113800
156500,767,156500,15650,156500,78328,78328
147180,825,147180,14718,147180,73667,73667
116730,385,116730,11673,116730,58427,58427
180080,719,180080,18008,180080,90132,90132
15112,158,15112,1512,15112,7564,7564
218940,235,218940,21894,218940,109580,109580
26409,497,26409,2641,26409,13218,13218
345060,829,345060,34506,345060,172700,172700
212650,380,212650,21265,212650,106440,106440
218120,919,218120,21812,218120,109170,109170
84439,44,84439,8444,84439,42269,42269
353720,177,353720,35372,353720,177040,177040
98593,210,98593,9860,98593,49352,49352
28582,480,28582,2859,28582,14307,14307
266270,829,266270,26627,266270,133270,133270
121980,752,121980,12198,121980,61048,61048
129770,524,129770,12977,129770,64952,64952
170430,68,170430,17043,170430,85304,85304
346640,752,346640,34664,346640,173490,173490
237120,352,237120,23712,237120,118680,118680
245420,476,245420,24542,245420,122830,122830
227930,89,227930,22793,227930,114080,114080
224470,58,224470,22447,224470,112350,112350
28370,935,28370,2837,28370,14200,14201
59712,530,59712,5972,59712,29888,29888
344900,886,344900,34490,344900,172620,172620
296560,910,296560,29656,296560,148430,148430
370360,519,370360,37036,370360,185360,185360
275940,440,275940,27594,275940,138100,138100
73412,80,73412,7342,73412,36750,36750
94619,157,94619,9462,94619,47363,47363
192610,359,192610,19261,192610,96407,96407
135700,865,135700,13570,135700,67924,67924
303130,787,303130,30313,303130,151710,151710
176880,543,176880,17688,176880,88532,88532
215870,864,215870,21587,215870,108040,108040
59588,59,59588,5959,59588,29826,29826
280110,666,280110,28011,280110,140190,140190
277860,616,277860,27786,277860,139070,139070
103150,836,103150,10315,103150,51634,51634
209830,662,209830,20983,209830,105030,105030
21053,761,21053,2106,21053,10536,10536
119260,234,119260,11926,119260,59695,59695
260400,146,260400,26040,260400,130330,130330
216180,577,216180,21618,216180,108200,108200
174320,484,174320,17432,174320,87254,87254
16048,305,16048,1605,16048,8032,8032
275110,870,275110,27511,275110,137690,137690
112410,920,112410,11241,112410,56264,56264
131180,379,131180,13118,131180,65659,65659
106600,187,106600,10660,106600,53359,53359
334930,875,334930,33493,334930,167630,167630
73088,694,73088,7309,73088,36587,36587
335320,23,335320,33532,335320,167830,167830
201580,121,201580,20158,201580,100900,100900
220330,72,220330,22033,220330,110270,110270
129120,475,129120,12912,129120,64626,64626
371190,953,371190,37119,371190,185770,185770
170560,911,170560,17056,170560,85367,85367
62627,153,62627,6263,62627,31350,31350
195830,298,195830,19583,195830,98018,98018
8515,110,8515,852,8515,4261,4261
81088,703,81088,8109,81088,40592,40592
378540,259,378540,37854,378540,189450,189450
366780,418,366780,36678,366780,183570,183570
141350,687,141350,14135,141350,70748,70748
35782,30,35782,3579,35782,17912,17912
107010,963,107010,10701,107010,53564,53564
284430,863,284430,28443,284430,142350,142350
94298,725,94298,9430,94298,47202,47202
103160,316,103160,10316,103160,51639,51639
337210,699,337210,33721,337210,168770,168770
292180,583,292180,29218,292180,146230,146230
231790,882,231790,23179,231790,116010,116010
54749,653,54749,5475,54749,27404,27404
53995,93,53995,5400,53995,27026,27026
146540,333,146540,14654,146540,73348,73348
255710,737,255710,25571,255710,127980,127980
110820,383,110820,11082,110820,55468,55468
222710,321,222710,22271,222710,111470,111470
179400,912,179400,17940,179400,89790,89790
349980,711,349980,34998,349980,175160,175160
283670,866,283670,28367,283670,141970,141970
20062,986,20062,2007,20062,10040,10040
283860,800,283860,28386,283860,142070,142070
141310,951,141310,14131,141310,70730,70730
357230,132,357230,35723,357230,178790,178790
237050,183,237050,23705,237050,118640,118640
252740,972,252740,25274,252740,126500,126500
310600,739,310600,31060,310600,155460,155460
314880,785,314880,31488,314880,157600,157600
364540,573,364540,36454,364540,182450,182450
185250,738,185250,18525,185250,92720,92720
54665,295,54665,5467,54665,27362,27362
140670,841,140670,14067,140670,70405,70406
191290,999,191290,19129,191290,95746,95746
228490,812,228490,22849,228490,114360,114360
15806,462,15806,1581,15806,7912,7912
137170,531,137170,13717,137170,68656,68656
254770,852,254770,25477,254770,127510,127510
334520,828,334520,33452,334520,167430,167430
89005,795,89005,8901,89005,44553,44553
128230,682,128230,12823,128230,64181,64181
220660,391,220660,22066,220660,110440,110440
295050,112,295050,29505,295050,147670,147670
169520,434,169520,16952,169520,84850,84850
366750,164,366750,36675,366750,183550,183550
276330,595,276330,27633,276330,138300,138300
131240,587,131240,13124,131240,65689,65689
316080,492,316080,31608,316080,158200,158200
333460,319,333460,33346,333460,166900,166900
35999,44,35999,3600,35999,18020,18020
71166,795,71166,7117,71166,35624,35624
21715,934,21715,2172,21715,10868,10868
25758,710,25758,2576,25758,12892,12892
186320,753,186320,18632,186320,93255,93255
79359,936,79359,7936,79359,39728,39728
280010,562,280010,28001,280010,140140,140140
7587,23,7587,759,7587,3796,3796
95172,414,95172,9518,95172,47640,47640
101740,218,101740,10174,101740,50927,50927
240830,286,240830,24083,240830,120540,120540
332920,528,332920,33292,332920,166630,166630
2067,897,2067,207,2067,1036,1036
68547,491,68547,6855,68547,34313,34313
248460,166,248460,24846,248460,124350,124350
297190,384,297190,29719,297190,148740,148740
103220,243,103220,10322,103220,51667,51667
186150,321,186150,18615,186150,93169,93169
233930,600,233930,23393,233930,117080,117080
196020,759,196020,19602,196020,98114,98114
42015,156,42015,4202,42015,21030,21030
211990,818,211990,21199,211990,106100,106100
121500,772,121500,12150,121500,60811,60811
180860,338,180860,18086,180860,90525,90525
173740,445,173740,17374,173740,86962,86962
350390,720,350390,35039,350390,175360,175360
113870,38,113870,11387,113870,56997,56997
146720,234,146720,14672,146720,73441,73441
177600,52,177600,17760,177600,88894,88894
290620,505,290620,29062,290620,145450,145450
132350,485,132350,13235,132350,66246,66246
305770,152,305770,30577,305770,153040,153040
97547,786,97547,9755,97546,48829,48829
73604,778,73604,7361,73604,36846,36846
288610,369,288610,28861,288610,144450,144450
182190,30,182190,18219,182190,91189,91189
25008,421,25008,2501,25008,12516,12516
137740,991,137740,13774,137740,68944,68944
267240,230,267240,26724,267240,133750,133750
205820,111,205820,20582,205820,103020,103020
160930,360,160930,16093,160930,80550,80550
45595,72,45595,4560,45595,22823,22823
224430,784,224430,22443,224430,112330,112330
348790,483,348790,34879,348790,174570,174570
262250,936,262250,26225,262250,131250,131250
161630,654,161630,16163,161630,80898,80898
287860,532,287860,28786,287860,144070,144070
371060,848,371060,37106,371060,185710,185710
72276,394,72276,7228,72276,36180,36180
333880,147,333880,33388,333880,167110,167110
352750,604,352750,35275,352750,176550,176550
221650,28,221650,22165,221650,110940,110940
145010,883,145010,14501,145010,72582,72582
138470,827,138470,13847,138470,69307,69307
284180,846,284180,28418,284180,142230,142230
252800,10,252800,25280,252800,126520,126520
72732,883,72732,7274,72732,36409,36409
155790,864,155790,15579,155790,77974,77974
168040,531,168040,16804,168040,84106,84106
334680,737,334680,33468,334680,167510,167510
377860,396,377860,37786,377860,189120,189120
368790,745,368790,36879,368790,184570,184570
187130,941,187130,18713,187130,93662,93662
160730,324,160730,16073,160730,80449,80449
135410,648,135410,13541,135410,67776,67776
324740,271,324740,32474,324740,162530,162530
219740,334,219740,21974,219740,109980,109980
224080,244,224080,22408,224080,112150,112150
209550,303,209550,20955,209550,104880,104880
377650,559,377650,37765,377650,189010,189010
310910,261,310910,31091,310910,155610,155610
1316,425,1316,132,1316,660,660
86461,632,86461,8647,86461,43280,43280
117620,718,117620,11762,117620,58871,58871
183040,744,183040,18304,183040,91617,91617
209610,854,209610,20961,209610,104920,104920
251670,530,251670,25167,251670,125960,125960
346470,615,346470,34647,346470,173410,173410
239150,166,239150,23915,239150,119690,119690
118000,411,118000,11800,118000,59063,59063
160010,876,160010,16001,160010,80090,80090
268180,492,268180,26818,268180,134220,134220
100110,935,100110,10011,100110,50112,50112
37462,349,37462,3747,37462,18753,18753
271280,142,271280,27128,271280,135770,135770
98679,406,98679,9868,98679,49394,49394
126370,667,126370,12637,126370,63249,63249
233160,172,233160,23316,233160,116700,116700
363620,211,363620,36362,363620,181980,181980
323990,185,323990,32399,323990,162160,162160
298990,180,298990,29899,298990,149650,149650
172050,196,172050,17205,172050,86116,86116
24788,933,24788,2479,24788,12406,12406
316580,272,316580,31658,316580,158450,158450
194130,674,194130,19413,194130,97167,97167
128500,807,128500,12850,128500,64314,64314
108210,828,108210,10821,108210,54160,54160
365980,325,365980,36598,365980,183170,183170
216930,206,216930,21693,216930,108570,108570
271530,40,271530,27153,271530,135900,135900
121500,842,121500,12150,121500,60813,60813
155090,194,155090,15509,155090,77627,77627
201240,113,201240,20124,201240,100730,100730
114430,132,114430,11443,114430,57275,57275
231430,185,231430,23143,231430,115830,115830
89231,784,89231,8924,89231,44666,44666
220630,506,220630,22063,220630,110420,110420
179270,325,179270,17927,179270,89730,89730
3115,540,3115,312,3115,1561,1561
345410,806,345410,34541,345410,172880,172880
338200,124,338200,33820,338200,169270,169270
2722,486,2722,273,2722,1364,1364
87386,273,87386,8739,87386,43743,43743
5083,32,5083,509,5083,2544,2544
53199,159,53199,5320,53199,26627,26627
194260,217,194260,19426,194260,97231,97231
298610,906,298610,29861,298610,149450,149450
157560,849,157560,15756,157560,78865,78865
322190,405,322190,32219,322190,161260,161260
92423,715,92423,9243,92423,46263,46263
344140,230,344140,34414,344140,172240,172240
64159,653,64159,6416,64159,32117,32117
336760,528,336760,33676,336760,168550,168550
11330,435,11330,1133,11330,5669,5669
204690,460,204690,20469,204690,102460,102460
20497,805,20497,2050,20497,10257,10257
159290,756,159290,15929,159290,79731,79731
292670,692,292670,29267,292670,146480,146480
176690,64,176690,17669,176690,88435,88435
40267,682,40267,4027,40267,20157,20157
1187,524,1187,119,1187,595,595
237540,646,237540,23754,237540,118890,118890
333280,240,333280,33328,333280,166810,166810
346720,471,346720,34672,346720,173530,173530
9346,847,9346,935,9346,4676,4676
73966,674,73966,7397,73966,37028,37028
113360,876,113360,11336,113360,56740,56740
220200,654,220200,22020,220200,110210,110210
116730,642,116730,11673,116730,58427,58427
319090,803,319090,31909,319090,159710,159710
317060,666,317060,31706,317060,158690,158690
367400,293,367400,36740,367400,183880,183880
204710,884,204710,20471,204710,102460,102460
183180,944,183180,18318,183180,91685,91685
235930,280,235930,23593,235930,118080,118080
316040,99,316040,31604,316040,158180,158180
376990,612,376990,37699,376990,188680,188680
149680,34,149680,14968,149680,74918,74918
280280,52,280280,28028,280280,140280,140280
101040,865,101040,10104,101040,50575,50575
126590,447,126590,12659,126590,63361,63361
378210,111,378210,37821,378210,189290,189290
69810,454,69810,6981,69810,34945,34945
260460,18,260460,26046,260460,130360,130360
186070,613,186070,18607,186070,93132,93132
359080,953,359080,35908,359080,179720,179720
83967,71,83967,8397,83967,42033,42033
11252,567,11252,1126,11252,5630,5630
195420,163,195420,19542,195420,97815,97815
10572,966,10572,1058,10572,5289,5289
216600,538,216600,21660,216600,108410,108410
351740,811,351740,35174,351740,176040,176040
85415,965,85415,8542,85415,42757,42757
40071,509,40071,4008,40071,20058,20058
70275,794,70275,7028,70275,35177,35177
371220,264,371220,37122,371220,185790,185790
268210,122,268210,26821,268210,134240,134240
172560,363,172560,17256,172560,86371,86371
141100,407,141100,14110,141100,70625,70625
356460,584,356460,35646,356460,178400,178400
203140,159,203140,20314,203140,101680,101680
267760,161,267760,26776,267760,134010,134010
92785,320,92785,9279,92785,46444,46444
318090,124,318090,31809,318090,159210,159210
224890,404,224890,22489,224890,112560,112560
278700,28,278700,27870,278700,139490,139490
102170,528,102170,10217,102170,51141,51141
49904,58,49904,4991,49904,24979,24979
8292,695,8292,830,8292,4149,4149
372490,476,372490,37249,372490,186430,186430
45352,91,45352,4536,45352,22701,22701
185740,555,185740,18574,185740,92965,92965
154320,191,154320,15432,154320,77242,77242
273320,219,273320,27332,273320,136800,136800
18466,814,18466,1847,18466,9243,9243
290800,523,290800,29080,290800,145540,145540
155210,332,155210,15521,155210,77683,77683
232410,428,232410,23241,232410,116320,116320
109210,782,109210,10921,109210,54664,54664
295350,687,295350,29535,295350,147820,147820
110850,280,110850,11085,110850,55486,55487
93381,315,93381,9339,93381,46742,46742
68227,53,68227,6823,68227,34152,34152
310500,162,310500,31050,310500,155410,155410
253120,242,253120,25312,253120,126690,126690
231170,416,231170,23117,231170,115700,115700
376770,717,376770,37677,376770,188570,188570
203990,7,203990,20399,203990,102100,102100
295820,309,295820,29582,295820,148060,148060
120280,765,120280,12028,120280,60200,60200
24625,931,24625,2463,24625,12325,12325
379170,225,379170,37917,379170,189770,189770
346800,589,346800,34680,346800,173570,173570
86989,490,86989,8699,86989,43545,43545
306530,998,306530,30653,306530,153420,153420
7320,667,7320,732,7320,3663,3663
236800,815,236800,23680,236800,118520,118520
197880,802,197880,19788,197880,99043,99043
58836,236,58836,5884,58836,29450,29450
344900,866,344900,34490,344900,172620,172620
243080,989,243080,24308,243080,121660,121660
33090,326,33090,3309,33090,16565,16565
118260,904,118260,11826,118260,59194,59194
260950,374,260950,26095,260950,130600,130600
255300,268,255300,25530,255300,127780,127780
347410,397,347410,34741,347410,173880,173880
337150,187,337150,33715,337150,168740,168740
236640,944,236640,23664,236640,118440,118440
61872,543,61872,6188,61872,30972,30972
159450,472,159450,15945,159450,79809,79809
73057,610,73057,7306,73057,36572,36572
39185,496,39185,3919,39185,19615,19615
343170,72,343170,34317,343170,171760,171760
162050,261,162050,16205,162050,81110,81110
41858,769,41858,4186,41858,20952,20952
68426,515,68426,6843,68426,34253,34253
36687,384,36687,3669,36687,18364,18364
265090,499,265090,26509,265090,132670,132670
311200,307,311200,31120,311200,155750,155750
81201,868,81201,8121,81201,40649,40649
215630,563,215630,21563,215630,107930,107930
40186,884,40186,4019,40186,20116,20116
187920,695,187920,18792,187920,94059,94059
308380,756,308380,30838,308380,154340,154340
360810,185,360810,36081,360810,180580,180580
292690,89,292690,29269,292690,146490,146490
130690,829,130690,13069,130680,65411,65411
334030,378,334030,33403,334030,167190,167190
335840,994,335840,33584,335840,168090,168090
225500,810,225500,22550,225500,112870,112870
374690,475,374690,37469,374690,187520,187520
330760,680,330760,33076,330760,165550,165550
79634,692,79634,7964,79634,39865,39865
351740,465,351740,35174,351740,176040,176040
303910,836,303910,30391,303910,152110,152110
285760,340,285760,28576,285760,143020,143020
59305,820,59305,5931,59305,29685,29685
366150,200,366150,36615,366150,183250,183250
